*** PARAMETERS ***					distType	Distance Measure
dataSize:	32768				1	Cosine Measure
numClusters:	2				2	Euclidean distance
distType:	1					
dimension:	4					
						
*** Data ***						
0	-2.73053089		-1.39123781			
0			-0.883797885	0.527072733		
0				-0.39550981		
0	0.457125478	-0.169393672		-0.838867265		
0	1.741168565	0.456493265				
0		-0.916417334	-1.52219718			
0			-1.384873211			
0			1.290834268			
0	-0.128049747	0.829479775	0.005685638			
1	1.142077554	-2.593885213	1.14258385	2.36533155		
0		-0.223324287		-0.732353414		
0		0.850769539		-0.692774667		
0						
0	0.241376516	0.800454303	-0.085545673	0.323863384		
0	-0.003167795	0.012165327				
1				2.500310805		
0	0.850295436					
0				-0.632003929		
0	-1.954573129	-0.921820927	0.702624968			
0	1.113172167	0.300716062				
0	0.089936677	-0.8703255		-0.479556681		
0	-1.001842532	-0.45936829	1.238333331			
0	0.123387592	-0.82300493	1.354869119	-1.398297525		
0	0.348887684	-0.037870651	0.388491871	-0.488861293		
0	1.187569849	0.889149483	-1.637816213	0.200685217		
0	-0.981009255			-0.922723456		
0	-0.036645066	-0.417189508	-1.188952614			
0	0.868136943	0.816273362	-2.146512994	1.154275425		
0	1.003829227	0.581272828	0.067666884			
0		0.401488105	-0.180210232	0.005814838		
0	0.369870197		-1.534499318	1.140846148		
0	-1.278130247	-0.443201432	-0.791922072			
0	-0.480008326	0.296856308	-0.310905595	-0.95120837		
1			1.142223822			
0	0.164986579		1.040075174			
0				-1.314715325		
0	1.311333653		-2.713246687			
0		1.21536614		-0.223688508		
0	-0.234736827	0.043923569				
0	-0.162849067	-0.983491322				
0	-0.48654624	-0.170575687	-0.469290381	-0.404037573		
1	1.208131999					
0	0.775119228	-0.484782356		-1.167049112		
0	0.581138992	0.475420847		-0.475795622		
0			-1.227798321			
0		0.8540865	-0.396347929	-0.343139793		
1	-1.1623421	2.489662094				
0		0.704259409	-0.611536429			
0	-0.670379194		-0.893078149	0.491603158		
0			-0.60720965	-0.118440296		
0	1.178127895	1.13106867		-0.677166416		
0				0.874512271		
0	-0.033278006	0.148730912	0.353850338			
0	-1.432354643		-0.278778964	-0.323073626		
0	-0.314954556	-0.44347339	0.545032577	-0.1865343		
0	0.05107273		-1.342671388	-0.004800731		
0		-0.306635221	-1.451316787			
0	-0.134528815					
0	-0.85478937	0.473484101	0.549579548	-0.873833556		
1	1.202993225					
0		0.925681619		-0.171372949		
0	-0.301882466	0.184254856	1.213363824	-0.294985262		
0		0.207774527	-0.387585327			
0			-0.166427408	-0.398888694		
0	-0.874709322	-0.887314892	1.138261359	-1.138562181		
0		0.033697006	-0.624609964	0.523088969		
0		-0.00147741				
0	-0.539702444	-0.508589464	1.031313781	-0.624968055		
0	0.937717124	0.12142206				
0		-0.080749275	-1.208872346	0.158650885		
0	-0.371776204		-1.501018141	0.127669396		
0			-0.530095419			
1	-1.261169059		1.107437516			
0		1.175697328	-0.016872557			
